Event ID,Event Date,Source Name,Source Sectors,Source Country,Event Text,CAMEO Code,Intensity,Target Name,Target Sectors,Target Country,Story ID,Sentence Number,Publisher,City,District,Province,Country,Latitude,Longitude,Month
36615529,2022-01-01,South Korea,,South Korea,Demand rights,1043,-5.0,Government (South Korea),Government,South Korea,54339603,2,Yonhap English News,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
36615556,2022-01-01,Taiwan,,Taiwan,Make an appeal or request,20,3.0,China,,China,54339779,4,Central News Agency English News,Beijing,,Beijing Shi,China,39.9075,116.397,1
36615614,2022-01-01,China,,China,Express intent to engage in diplomatic cooperation (such as policy support),32,4.5,Citizen (China),"General Population / Civilian / Social,Social",China,54339935,5,Unknown,Beijing,,Beijing Shi,China,39.9075,116.397,1
36615890,2022-01-01,Taiwan,,Taiwan,Make an appeal or request,20,3.0,China,,China,54340612,3,Taipei Times,Taipei,,Taipei,Taiwan,25.0478,121.532,1
36615935,2022-01-01,United States,,United States,Make an appeal or request,20,3.0,Taiwan,,Taiwan,54340709,6,South China Morning Post,,,Washington D.C.,United States,38.9171,-77.0003,1
36615936,2022-01-01,United States,,United States,Cooperate militarily,62,7.4,Taiwan,,Taiwan,54340709,6,South China Morning Post,,,Washington D.C.,United States,38.9171,-77.0003,1
36615937,2022-01-01,Taiwan,,Taiwan,Cooperate militarily,62,7.4,United States,,United States,54340709,6,South China Morning Post,,,Washington D.C.,United States,38.9171,-77.0003,1
36615941,2022-01-01,South Korea,,South Korea,Engage in diplomatic cooperation,50,3.5,Japan,,Japan,54340792,5,Unknown,,Dong-gu,Busan,South Korea,35.1289,129.045,1
36615942,2022-01-01,Japan,,Japan,Engage in diplomatic cooperation,50,3.5,South Korea,,South Korea,54340792,5,Unknown,,Dong-gu,Busan,South Korea,35.1289,129.045,1
36616102,2022-01-02,South Korea,,South Korea,Provide military protection or peacekeeping,74,8.5,North Korea,,North Korea,54341217,4,Associated Press Newswires,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
36616103,2022-01-02,North Korea,,North Korea,Receive deployment of peacekeepers,861,9.0,South Korea,,South Korea,54341217,4,Associated Press Newswires,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
36616705,2022-01-02,United States,,United States,Consult,40,1.0,Japan,,Japan,54342838,5,Unknown,,,,United States,38.8951,-77.0364,1
36616706,2022-01-02,Japan,,Japan,Consult,40,1.0,United States,,United States,54342838,5,Unknown,,,,Japan,35.6149,139.581,1
36616806,2022-01-02,China,,China,Engage in diplomatic cooperation,50,3.5,United States,,United States,54342921,6,China Daily,Beijing,,Beijing Shi,China,39.9075,116.397,1
36616807,2022-01-02,United States,,United States,Engage in diplomatic cooperation,50,3.5,China,,China,54342921,6,China Daily,Beijing,,Beijing Shi,China,39.9075,116.397,1
36618297,2022-01-02,United States,,United States,Make an appeal or request,20,3.0,Taiwan,,Taiwan,54347016,5,South China Morning Post,Beijing,,Beijing Shi,China,39.9075,116.397,1
36618300,2022-01-02,United States,,United States,Cooperate militarily,62,7.4,Taiwan,,Taiwan,54347016,5,South China Morning Post,Beijing,,Beijing Shi,China,39.9075,116.397,1
36618301,2022-01-02,Taiwan,,Taiwan,Cooperate militarily,62,7.4,United States,,United States,54347016,5,South China Morning Post,Beijing,,Beijing Shi,China,39.9075,116.397,1
36618299,2022-01-02,Taiwan,,Taiwan,Cooperate militarily,62,7.4,Army National Guard (United States),"Government,Military",United States,54347016,6,South China Morning Post,Taiwan Strait,,,Taiwan,24.0,119.0,1
36617215,2022-01-03,Hong Kong,,Hong Kong,Praise or endorse,51,3.4,Lawmaker (China),"Government,Legislative / Parliamentary",China,54343891,1,Associated Press Newswires,Beijing,,Beijing Shi,China,39.9075,116.397,1
36617269,2022-01-03,China,,China,Demonstrate military or police power,150,-7.2,Taiwan,,Taiwan,54344095,2,Jiji Press English News Service,,,East China Sea,Taiwan,29.0,125.0,1
36617270,2022-01-03,China,,China,Mobilize or increase armed forces,154,-7.2,Taiwan,,Taiwan,54344095,4,Jiji Press English News Service,Beijing,,Beijing Shi,China,39.9075,116.397,1
36617601,2022-01-03,United States,,United States,Express intent to cooperate,30,4.0,China,,China,54345037,1,Reuters News,,,,United States,38.8951,-77.0364,1
36617604,2022-01-03,China,,China,Express intent to cooperate,30,4.0,United States,,United States,54345037,1,Reuters News,,,,China,39.9075,116.397,1
36617576,2022-01-03,United States,,United States,Make pessimistic comment,12,-0.4,China,,China,54345067,3,Unknown,,,,United States,38.8951,-77.0364,1
36617635,2022-01-03,United States,,United States,Sign formal agreement,57,8.0,China,,China,54345094,4,Agence France-Presse,Moscow,,Moskva,Russian Federation,55.7522,37.6156,1
36617640,2022-01-03,China,,China,Sign formal agreement,57,8.0,United States,,United States,54345094,4,Agence France-Presse,Moscow,,Moskva,Russian Federation,55.7522,37.6156,1
36617884,2022-01-03,Japan,,Japan,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Japan),"General Population / Civilian / Social,Social",Japan,54345936,3,The Courier-Mail,Tokyo,,Tokyo-to,Japan,35.6895,139.692,1
36617986,2022-01-03,United States,,United States,Reduce relations,160,-4.0,Business (China),"Business,Social",China,54346093,1,Unknown,,,Washington D.C.,United States,38.9171,-77.0003,1
36617927,2022-01-03,Taiwan,,Taiwan,Host a visit,43,2.8,Student (China),"Education,Social",China,54346139,2,Taipei Times,,,,Taiwan,24.947,121.582,1
36618306,2022-01-03,China,,China,Cooperate economically,61,6.4,Japan,,Japan,54346912,3,China Daily,,,,China,39.9075,116.397,1
36618307,2022-01-03,Japan,,Japan,Cooperate economically,61,6.4,China,,China,54346912,3,China Daily,,,,Japan,35.6149,139.581,1
36618365,2022-01-03,United States,,United States,Accuse,112,-2.0,China,,China,54347116,2,Unknown,,,,China,39.9075,116.397,1
