Event ID,Event Date,Source Name,Source Sectors,Source Country,Event Text,CAMEO Code,Intensity,Target Name,Target Sectors,Target Country,Story ID,Sentence Number,Publisher,City,District,Province,Country,Latitude,Longitude,Month
19489059,2013-01-01,Taiwan,,Taiwan,Host a visit,43,2.8,Tsai Ing-wen,"Parties,Center Left,(National) Major Party,Opposition Major Party (Out Of Government),Ideological,Nationalist",Taiwan,18036723,2,Central News Agency English News,Taipei,,Taipei,Taiwan,25.0478,121.532,1
19489061,2013-01-01,Taiwan,,Taiwan,Engage in material cooperation,60,6.0,Police (China),"Police,Government",China,18036727,2,Central News Agency English News,Taipei,,Taipei,Taiwan,25.0478,121.532,1
19489196,2013-01-01,South Korea,,South Korea,Accuse,112,-2.0,Japan,,Japan,18037066,6,Agence France-Presse,Tokyo,,Tokyo-to,Japan,35.6895,139.692,1
19489237,2013-01-01,North Korea,,North Korea,Make an appeal or request,20,3.0,South Korea,,South Korea,18037136,4,RIA Novosti,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
19490472,2013-01-02,North Korea,,North Korea,Make an appeal or request,20,3.0,South Korea,,South Korea,18034097,4,PNA (Philippines News Agency),Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
19490808,2013-01-02,South Korea,,South Korea,Reject,120,-4.0,North Korea,,North Korea,18034892,1,Agence France-Presse,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
19490921,2013-01-02,Hong Kong,,Hong Kong,Host a visit,43,2.8,Media Personnel (China),"Social,Media",China,18035258,3,BBC Monitoring Asia Pacific,,,,Hong Kong,22.2855,114.158,1
19490936,2013-01-02,China,,China,Host a visit,43,2.8,Wen Jiabao,"Government,Executive,Government Major Party (In Government),(National) Major Party,Executive Office,Parties,Elite",China,18035285,3,BBC Monitoring Asia Pacific,Yushu,,Hubei Sheng,China,32.1165,112.889,1
19491960,2013-01-02,North Korea,,North Korea,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (United States),"Social,General Population / Civilian / Social",United States,18105736,3,Reuters News,San Francisco,San Francisco County,California,United States,37.7749,-122.419,1
19493551,2013-01-03,China,,China,Make an appeal or request,20,3.0,South Korea,,South Korea,18102214,6,Korea Times,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
19493710,2013-01-03,China,,China,Host a visit,43,2.8,Scott Walker,"Provincial,Local,Center Right,Ideological,Government,(National) Major Party,Parties",United States,18102997,2,Associated Press Newswires,,,,China,39.9075,116.397,1
19493841,2013-01-03,Japan,,Japan,Expel or deport individuals,174,-5.0,Men (China),"Social,General Population / Civilian / Social",China,18103329,1,Kyodo News,Yasukuni Shrine,,,Japan,35.6945,139.743,1
19493839,2013-01-03,South Korea,,South Korea,Engage in judicial cooperation,63,7.4,Japan,,Japan,18103329,1,Kyodo News,Yasukuni Shrine,,,Japan,35.6945,139.743,1
19493840,2013-01-03,South Korea,,South Korea,Expel or deport individuals,174,-5.0,Men (China),"Social,General Population / Civilian / Social",China,18103329,1,Kyodo News,Yasukuni Shrine,,,Japan,35.6945,139.743,1
19494138,2013-01-03,Japan,,Japan,Make an appeal or request,20,3.0,South Korea,,South Korea,18103965,3,Yonhap English News,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
19494139,2013-01-03,China,,China,Make an appeal or request,20,3.0,South Korea,,South Korea,18103965,4,Yonhap English News,Tokyo,,Tokyo-to,Japan,35.6895,139.692,1
19494173,2013-01-03,South Korea,,South Korea,Reject judicial cooperation,1213,-4.0,Japan,,Japan,18104023,1,Kyodo News,Yasukuni Shrine,,,Japan,35.6945,139.743,1
19494249,2013-01-03,Japan,,Japan,Make an appeal or request,20,3.0,South Korea,,South Korea,18104159,3,Yonhap English News,Tokyo,,Tokyo-to,Japan,35.6895,139.692,1
19494250,2013-01-03,China,,China,Make an appeal or request,20,3.0,South Korea,,South Korea,18104159,5,Yonhap English News,Tokyo,,Tokyo-to,Japan,35.6895,139.692,1
19494409,2013-01-03,China,,China,Make statement,10,0.0,Wen Jiabao,"Government,Executive,Government Major Party (In Government),(National) Major Party,Executive Office,Parties,Elite",China,18104622,1,Agence France-Presse,Beijing,,Beijing Shi,China,39.9075,116.397,1
19494411,2013-01-03,Hong Kong,,Hong Kong,Host a visit,43,2.8,Media Personnel (China),"Social,Media",China,18104622,2,Agence France-Presse,,,,Hong Kong,22.2855,114.158,1
19494418,2013-01-03,South Korea,,South Korea,Reject judicial cooperation,1213,-4.0,Japan,,Japan,18104642,1,Kyodo News,Yasukuni Shrine,,,Japan,35.6945,139.743,1
19494427,2013-01-03,Japan,,Japan,Make an appeal or request,20,3.0,South Korea,,South Korea,18104655,3,BBC Monitoring Asia Pacific,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
19494461,2013-01-03,South Korea,,South Korea,Reject judicial cooperation,1213,-4.0,Japan,,Japan,18104754,2,Yonhap English News,Yasukuni Shrine,,,Japan,35.6945,139.743,1
19494460,2013-01-03,Japan,,Japan,Make an appeal or request,20,3.0,South Korea,,South Korea,18104754,3,Yonhap English News,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
19494536,2013-01-03,South Korea,,South Korea,Reject judicial cooperation,1213,-4.0,Japan,,Japan,18104927,1,Yonhap English News,Yasukuni Shrine,,,Japan,35.6945,139.743,1
19494535,2013-01-03,Japan,,Japan,Make an appeal or request,20,3.0,South Korea,,South Korea,18104927,2,Yonhap English News,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
19494586,2013-01-03,Japan,,Japan,Investigate,90,-2.0,Citizen (Japan),"General Population / Civilian / Social,Social",Japan,18105012,2,Mainichi Daily News,Amagasaki,,Hyogo-ken,Japan,34.7167,135.417,1
19494691,2013-01-03,South Korea,,South Korea,Accuse,112,-2.0,Democratic United Party,"Center Left,Ideological,Parties,(National) Major Party",South Korea,18105239,5,Yonhap English News,Nis,Nisavski Okrug,Central Serbia,Serbia,43.3247,21.9033,1
19494728,2013-01-03,China,,China,Sign formal agreement,57,8.0,Business (Japan),"Business,Social",Japan,18105410,4,BBC Monitoring Central Asia,,,,China,39.9075,116.397,1
19496379,2013-01-04,North Korea,,North Korea,Host a visit,43,2.8,Bill Richardson,"Center Left,Ideological,(National) Major Party,Parties",United States,18098788,1,Kyodo News,,,,North Korea,39.0339,125.754,1
19496498,2013-01-04,Japan,,Japan,Expel or deport individuals,174,-5.0,Men (China),"Social,General Population / Civilian / Social",China,18099295,3,Kyodo News,Yasukuni Shrine,,,Japan,35.6945,139.743,1
19496879,2013-01-04,China,,China,Host a visit,43,2.8,Scott Walker,"Provincial,Local,Center Right,Ideological,Government,(National) Major Party,Parties",United States,18100140,2,Associated Press Newswires,,,,China,39.9075,116.397,1
19497008,2013-01-04,Japan,,Japan,Host a visit,43,2.8,Shinzo Abe,"Center Right,Ideological,Elite,Government,Executive,Executive Office,Buddhist,Shinto,(National) Major Party,Parties,International Religious",Japan,18100367,4,Kyodo News,,,Mie-ken,Japan,34.5212,136.383,1
19497010,2013-01-04,China,,China,Investigate,90,-2.0,Government (China),Government,China,18100377,3,BBC Monitoring Newsfile,Zhengzhou,,Henan Sheng,China,34.7578,113.649,1
19497049,2013-01-04,North Korea,,North Korea,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (United States),"Social,General Population / Civilian / Social",United States,18100474,4,Associated Press Newswires,,,Washington D.C.,United States,38.9171,-77.0003,1
19497056,2013-01-04,China,,China,Investigate,90,-2.0,Government (China),Government,China,18100484,2,Xinhua News Agency,Zhengzhou,,Henan Sheng,China,34.7578,113.649,1
19497070,2013-01-04,North Korea,,North Korea,Host a visit,43,2.8,Kim Jong-Un,"Elite,Government Major Party (In Government),Executive Office,Government,Executive,Parties,(National) Major Party",North Korea,18100501,2,BBC Monitoring Asia Pacific,,,,North Korea,39.0339,125.754,1
19497128,2013-01-04,Japan,,Japan,Express intent to meet or negotiate,36,4.0,Lawmaker (Japan),"Government,Legislative / Parliamentary",Japan,18100608,1,PNA (Philippines News Agency),Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
19497129,2013-01-04,Japan,,Japan,Express intent to meet or negotiate,36,4.0,Citizen (South Korea),"General Population / Civilian / Social,Social",South Korea,18100608,1,PNA (Philippines News Agency),Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
19497127,2013-01-04,South Korea,,South Korea,Express intent to meet or negotiate,36,4.0,Japan,,Japan,18100608,1,PNA (Philippines News Agency),Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
19497134,2013-01-04,Japan,,Japan,Make an appeal or request,20,3.0,South Korea,,South Korea,18100613,2,PNA (Philippines News Agency),Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
