Event ID,Event Date,Source Name,Source Sectors,Source Country,Event Text,CAMEO Code,Intensity,Target Name,Target Sectors,Target Country,Story ID,Sentence Number,Publisher,City,District,Province,Country,Latitude,Longitude,Month
22329483,2015-01-01,Japan,,Japan,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Japan),"Social,General Population / Civilian / Social",Japan,36285832,2,BBC Monitoring Asia Pacific,Tokyo,,Tokyo-to,Japan,35.6895,139.692,1
22329506,2015-01-01,China,,China,Express intent to settle dispute,37,5.0,Japan,,Japan,36285905,3,BBC Monitoring Asia Pacific,Beijing,,Beijing Shi,China,39.9075,116.397,1
22329507,2015-01-01,Japan,,Japan,Express intent to settle dispute,37,5.0,China,,China,36285905,3,BBC Monitoring Asia Pacific,Beijing,,Beijing Shi,China,39.9075,116.397,1
22329508,2015-01-01,China,,China,Sign formal agreement,57,8.0,Japan,,Japan,36285905,4,BBC Monitoring Asia Pacific,Beijing,,Beijing Shi,China,39.9075,116.397,1
22329509,2015-01-01,Japan,,Japan,Sign formal agreement,57,8.0,China,,China,36285905,4,BBC Monitoring Asia Pacific,Beijing,,Beijing Shi,China,39.9075,116.397,1
22329504,2015-01-01,China,,China,Express intent to cooperate,30,4.0,Japan,,Japan,36285905,6,BBC Monitoring Asia Pacific,,,Senkaku Islands,Japan,25.8333,123.583,1
22329505,2015-01-01,Japan,,Japan,Express intent to cooperate,30,4.0,China,,China,36285905,6,BBC Monitoring Asia Pacific,,,Senkaku Islands,Japan,25.8333,123.583,1
22329554,2015-01-01,United States,,United States,Make an appeal or request,20,3.0,China,,China,36286080,3,BBC Monitoring Asia Pacific,,,Washington D.C.,United States,38.9171,-77.0003,1
22329569,2015-01-01,North Korea,,North Korea,Make statement,10,0.0,South Korea,,South Korea,36286116,6,Xinhua News Agency,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
22329632,2015-01-01,United States,,United States,Appeal for intelligence,214,3.4,Government (China),Government,China,36286289,3,BBC Monitoring Asia Pacific,Shenyang,Shenyang Shi,Liaoning Sheng,China,41.7922,123.433,1
22329662,2015-01-01,China,,China,Demand,100,-5.0,Business (China),"Social,Business",China,36286320,1,The New York Times,Beijing,,Beijing Shi,China,39.9075,116.397,1
22329774,2015-01-01,Taiwan,,Taiwan,Engage in diplomatic cooperation,50,3.5,China,,China,36286571,5,Central News Agency English News,Taipei,,Taipei,Taiwan,25.0478,121.532,1
22329990,2015-01-01,China,,China,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (South Korea),"General Population / Civilian / Social,Social",South Korea,36287181,1,FARS News Agency,,,,China,39.9075,116.397,1
22330333,2015-01-01,South Korea,,South Korea,Make an appeal or request,20,3.0,North Korea,,North Korea,36287955,2,The Toronto Star,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
