Event ID,Event Date,Source Name,Source Sectors,Source Country,Event Text,CAMEO Code,Intensity,Target Name,Target Sectors,Target Country,Story ID,Sentence Number,Publisher,City,District,Province,Country,Latitude,Longitude,Month
33417401,2018-01-01,South Korea,,South Korea,Praise or endorse,51,3.4,Kim Jong-Un,"(National) Major Party,Parties,Government Major Party (In Government),Executive,Government,Executive Office,Elite",North Korea,46210394,1,Reuters News,Pyeongchang,,Gangwon-do,South Korea,37.3703,128.393,1
33417584,2018-01-01,North Korea,,North Korea,Use conventional military force,190,-10.0,Citizen (United States),"Social,General Population / Civilian / Social",United States,46210399,4,Yogam Communications SARL,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
33417316,2018-01-01,North Korea,,North Korea,Use conventional military force,190,-10.0,Citizen (United States),"Social,General Population / Civilian / Social",United States,46210401,4,Yogam Communications SARL,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
33417511,2018-01-01,South Korea,,South Korea,Praise or endorse,51,3.4,Kim Jong-Un,"(National) Major Party,Parties,Government Major Party (In Government),Executive,Government,Executive Office,Elite",North Korea,46210548,1,Reuters News,Pyeongchang,,Gangwon-do,South Korea,37.3703,128.393,1
33417390,2018-01-01,North Korea,,North Korea,Threaten,130,-4.4,United States,,United States,46210607,6,The New York Times,,,,United States,38.8951,-77.0364,1
33402419,2018-01-01,North Korea,,North Korea,Make statement,10,0.0,United States,,United States,46211402,5,FARS News Agency,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
33402390,2018-01-01,North Korea,,North Korea,Use conventional military force,190,-10.0,United States,,United States,46211768,3,Interfax News Service,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
33408315,2018-01-01,North Korea,,North Korea,Express intent to meet or negotiate,36,4.0,South Korea,,South Korea,46211998,5,Xinhua News Agency,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
33408141,2018-01-01,South Korea,,South Korea,Host a visit,43,2.8,Moon Jae-in,"Government,Executive Office,Executive",South Korea,46213769,1,Yonhap English News,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
33404301,2018-01-02,North Korea,,North Korea,Make statement,10,0.0,South Korea,,South Korea,46214653,4,Yonhap English News,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
33408856,2018-01-02,North Korea,,North Korea,Make statement,10,0.0,Media (South Korea),"Social,Media",South Korea,46214681,2,Cape Argus,Pyeongchang,,Gangwon-do,South Korea,37.3703,128.393,1
33402210,2018-01-02,North Korea,,North Korea,Make statement,10,0.0,Media (South Korea),"Social,Media",South Korea,46214690,2,Cape Times,Pyeongchang,,Gangwon-do,South Korea,37.3703,128.393,1
33406791,2018-01-02,North Korea,,North Korea,Make statement,10,0.0,Media (South Korea),"Social,Media",South Korea,46214722,2,The Mercury,Pyeongchang,,Gangwon-do,South Korea,37.3703,128.393,1
33411772,2018-01-02,North Korea,,North Korea,Express intent to meet or negotiate,36,4.0,South Korea,,South Korea,46214957,4,Xinhua News Agency,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
33409832,2018-01-02,South Korea,,South Korea,Express intent to meet or negotiate,36,4.0,North Korea,,North Korea,46215005,1,Agence France-Presse,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
33412713,2018-01-02,North Korea,,North Korea,Express intent to meet or negotiate,36,4.0,South Korea,,South Korea,46215296,4,Xinhua News Agency,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
33402810,2018-01-02,South Korea,,South Korea,Express intent to meet or negotiate,36,4.0,North Korea,,North Korea,46215568,1,Agence France-Presse,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
33402811,2018-01-02,South Korea,,South Korea,Express intent to meet or negotiate,36,4.0,North Korea,,North Korea,46215568,3,Agence France-Presse,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
33404788,2018-01-02,South Korea,,South Korea,Express intent to meet or negotiate,36,4.0,North Korea,,North Korea,46215899,2,EFE News Service,Pyeongchang,,Gangwon-do,South Korea,37.3703,128.393,1
33408785,2018-01-02,China,,China,Criticize or denounce,111,-2.0,Japan,,Japan,46215933,4,Rossiya Segodnya International Information Agency (Arabic),Tokyo,,Tokyo-to,Japan,35.6895,139.692,1
33409754,2018-01-02,United States,,United States,Use conventional military force,190,-10.0,North Korea,,North Korea,46215940,4,The New York Times,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
33403525,2018-01-02,North Korea,,North Korea,Express intent to settle dispute,37,5.0,South Korea,,South Korea,46216224,2,Agence France-Presse,,,,South Korea,37.5683,126.978,1
33412929,2018-01-02,South Korea,,South Korea,Express intent to meet or negotiate,36,4.0,North Korea,,North Korea,46216857,1,Yogam Communications SARL,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
33414038,2018-01-02,North Korea,,North Korea,Consult,40,1.0,South Korea,,South Korea,46217565,3,FARS News Agency,Pyeongchang,,Gangwon-do,South Korea,37.3703,128.393,1
33414037,2018-01-02,South Korea,,South Korea,Consult,40,1.0,North Korea,,North Korea,46217565,3,FARS News Agency,Pyeongchang,,Gangwon-do,South Korea,37.3703,128.393,1
33414040,2018-01-02,North Korea,,North Korea,Use conventional military force,190,-10.0,Japan,,Japan,46217565,5,FARS News Agency,Tokyo,,Tokyo-to,Japan,35.6895,139.692,1
33414039,2018-01-02,United States,,United States,Use conventional military force,190,-10.0,North Korea,,North Korea,46217565,5,FARS News Agency,Tokyo,,Tokyo-to,Japan,35.6895,139.692,1
33405255,2018-01-02,South Korea,,South Korea,Express intent to meet or negotiate,36,4.0,North Korea,,North Korea,46218223,4,Trend News Agency (Azerbaijan),Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
33405551,2018-01-02,Taiwan,,Taiwan,Accuse,112,-2.0,Member of the Judiciary (Taiwan),"Government,Judicial",Taiwan,46218649,3,Central News Agency English News,Beijing,,Beijing Shi,China,39.9075,116.397,1
33405653,2018-01-02,United States,,United States,Make statement,10,0.0,James A. Kelly,,United States,46218912,5,Associated Press Newswires,,Rockland County,state of New York,United States,41.1524,-74.0241,1
