Event ID,Event Date,Source Name,Source Sectors,Source Country,Event Text,CAMEO Code,Intensity,Target Name,Target Sectors,Target Country,Story ID,Sentence Number,Publisher,City,District,Province,Country,Latitude,Longitude,Month
35250165,2020-01-01,North Korea,,North Korea,Criticize or denounce,111,-2.0,United States,,United States,50284554,3,Yonhap English News,,,Washington D.C.,United States,38.9171,-77.0003,1
35249731,2020-01-01,North Korea,,North Korea,Engage in negotiation,46,7.0,Donald Trump,"Executive,Executive Office,Government",United States,50285013,4,Yonhap English News,,,Washington D.C.,United States,38.9171,-77.0003,1
35249729,2020-01-01,United States,,United States,Demand,100,-5.0,North Korea,,North Korea,50285013,6,Yonhap English News,,,Washington D.C.,United States,38.9171,-77.0003,1
35249502,2020-01-01,North Korea,,North Korea,Consult,40,1.0,United States,,United States,50285615,6,Reuters News,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
35249501,2020-01-01,United States,,United States,Consult,40,1.0,North Korea,,North Korea,50285615,6,Reuters News,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
35250144,2020-01-01,China,,China,"Arrest, detain, or charge with legal action",173,-5.0,Wang Yi,"Foreign Ministry,Government,Executive",China,50285835,1,Rossiya Segodnya International Information Age,Beijing,,Beijing Shi,China,39.9075,116.397,1
35251295,2020-01-01,China,,China,Use conventional military force,190,-10.0,United States,,United States,50285858,5,Rossiya Segodnya International Information Age,Beijing,,Beijing Shi,China,39.9075,116.397,1
35251296,2020-01-01,United States,,United States,Use conventional military force,190,-10.0,China,,China,50285858,5,Rossiya Segodnya International Information Age,Beijing,,Beijing Shi,China,39.9075,116.397,1
35249653,2020-01-01,United States,,United States,Reject,120,-4.0,North Korea,,North Korea,50286257,2,FARS News Agency,,,,United States,38.8951,-77.0364,1
35253046,2020-01-01,United States,,United States,Reject,120,-4.0,North Korea,,North Korea,50286355,4,Reuters News,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
35250264,2020-01-01,South Korea,,South Korea,Cooperate militarily,62,7.4,United States,,United States,50286394,2,The Washington Post,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
35250263,2020-01-01,United States,,United States,Cooperate militarily,62,7.4,South Korea,,South Korea,50286394,2,The Washington Post,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
35251793,2020-01-01,United States,,United States,Reject,120,-4.0,North Korea,,North Korea,50286426,2,Reuters News,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
35250270,2020-01-01,North Korea,,North Korea,Criticize or denounce,111,-2.0,United States,,United States,50286448,1,Al Jazeera English,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
35250361,2020-01-01,North Korea,,North Korea,"Defy norms, law",128,-5.0,South Korea,,South Korea,50286465,2,Yonhap English News,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
35251796,2020-01-01,South Korea,,South Korea,Make an appeal or request,20,3.0,North Korea,,North Korea,50286467,1,Yonhap English News,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
35251344,2020-01-01,United States,,United States,Threaten,130,-4.4,North Korea,,North Korea,50286472,4,Xinhua News Agency,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
35250365,2020-01-01,North Korea,,North Korea,Host a visit,43,2.8,Kim Jong-Un,"Government,Parties,(National) Major Party,Executive,Executive Office,Government Major Party (In Government),Elite",North Korea,50286473,2,Xinhua News Agency,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
35252062,2020-01-01,North Korea,,North Korea,Criticize or denounce,111,-2.0,United States,,United States,50287429,1,Al Jazeera English,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
35252063,2020-01-01,United States,,United States,Criticize or denounce,111,-2.0,North Korea,,North Korea,50287429,1,Al Jazeera English,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
35252101,2020-01-01,United States,,United States,Demand,100,-5.0,North Korea,,North Korea,50287488,6,Korea Times,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
35250440,2020-01-02,South Korea,,South Korea,Engage in negotiation,46,7.0,United States,,United States,50286697,6,Yonhap English News,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
35250441,2020-01-02,United States,,United States,Engage in negotiation,46,7.0,South Korea,,South Korea,50286697,6,Yonhap English News,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
35250561,2020-01-02,United States,,United States,Threaten,130,-4.4,North Korea,,North Korea,50286766,4,China Daily,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
35251904,2020-01-02,China,,China,Express intent to engage in diplomatic cooperation (such as policy support),32,4.5,United States,,United States,50286768,5,China Daily,,,,China,39.9075,116.397,1
35251905,2020-01-02,United States,,United States,Express intent to engage in diplomatic cooperation (such as policy support),32,4.5,China,,China,50286768,5,China Daily,,,,United States,38.8951,-77.0364,1
35249297,2020-01-02,United States,,United States,Rally support on behalf of,53,3.8,Religion (China),"Social,National Religious",China,50287265,1,South China Morning Post,Chengdu,,Sichuan Sheng,China,30.6667,104.067,1
35250780,2020-01-02,China,,China,Express intent to cooperate,30,4.0,United States,,United States,50287269,4,South China Morning Post,Tehran,,Tehran Province,Iran,35.6944,51.4215,1
35250781,2020-01-02,United States,,United States,Express intent to cooperate,30,4.0,China,,China,50287269,4,South China Morning Post,Tehran,,Tehran Province,Iran,35.6944,51.4215,1
35250628,2020-01-02,North Korea,,North Korea,"Defy norms, law",128,-5.0,South Korea,,South Korea,50287325,2,Korea JoongAng Daily,,,,North Korea,39.0339,125.754,1
35253442,2020-01-02,North Korea,,North Korea,Make statement,10,0.0,Kim Jong-Un,"Government,Parties,(National) Major Party,Executive,Executive Office,Government Major Party (In Government),Elite",North Korea,50288136,3,The New York Times,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
