Event ID,Event Date,Source Name,Source Sectors,Source Country,Event Text,CAMEO Code,Intensity,Target Name,Target Sectors,Target Country,Story ID,Sentence Number,Publisher,City,District,Province,Country,Latitude,Longitude,Month
35799824,2021-01-01,China,,China,Praise or endorse,51,3.4,Taiwan,,Taiwan,52359301,3,Xinhua News Agency,Taiwan Strait,,,Taiwan,24.0,119.0,1
35799939,2021-01-01,United States,,United States,"Impose embargo, boycott, or sanctions",163,-8.0,China,,China,52359706,1,Unknown,,,,United States,38.8951,-77.0364,1
35799940,2021-01-01,United States,,United States,"Impose embargo, boycott, or sanctions",163,-8.0,Citizen (China),"Social,General Population / Civilian / Social",China,52359706,5,Unknown,,,,United States,38.8951,-77.0364,1
35799975,2021-01-01,United States,,United States,"Impose embargo, boycott, or sanctions",163,-8.0,China,,China,52359801,1,Unknown,,,,United States,38.8951,-77.0364,1
35799976,2021-01-01,United States,,United States,"Impose embargo, boycott, or sanctions",163,-8.0,Citizen (China),"General Population / Civilian / Social,Social",China,52359801,5,Unknown,,,,United States,38.8951,-77.0364,1
35800009,2021-01-01,China,,China,Criticize or denounce,111,-2.0,Naval (United States),"Military,Navy,Government",United States,52359811,1,FARS News Agency,Taiwan Strait,,,Taiwan,24.0,119.0,1
35800066,2021-01-01,United States,,United States,"Impose embargo, boycott, or sanctions",163,-8.0,China,,China,52359978,1,Unknown,,,,United States,38.8951,-77.0364,1
35800067,2021-01-01,United States,,United States,"Impose embargo, boycott, or sanctions",163,-8.0,Citizen (China),"General Population / Civilian / Social,Social",China,52359978,5,Unknown,,,,United States,38.8951,-77.0364,1
35800294,2021-01-01,United States,,United States,"Impose embargo, boycott, or sanctions",163,-8.0,Citizen (China),"Social,General Population / Civilian / Social",China,52360515,1,Unknown,,,,United States,38.8951,-77.0364,1
35800300,2021-01-01,United States,,United States,Provide aid,70,7.0,Tsai Ing-wen,"Center Left,Ideological,Parties,(National) Major Party,Opposition Major Party (Out Of Government),Executive Office,Government,Elite,Executive,Nationalist",Taiwan,52360524,4,Unknown,,,,Taiwan,24.947,121.582,1
35800385,2021-01-01,United States,,United States,Criticize or denounce,111,-2.0,China,,China,52360886,6,South China Morning Post,Shenzhen,Shenzhen,Guangdong Sheng,China,22.5455,114.068,1
35800412,2021-01-01,China,,China,Host a visit,43,2.8,Henry Kissinger,"Executive,Cabinet,Government,Elite",United States,52361097,5,Unknown,,,,China,39.9075,116.397,1
35800533,2021-01-01,China,,China,Make statement,10,0.0,Government (Taiwan),Government,Taiwan,52361404,1,Reuters News,Beijing,,Beijing Shi,China,39.9075,116.397,1
35800565,2021-01-01,United States,,United States,Reduce relations,160,-4.0,Business (China),"Business,Social",China,52361481,3,Reuters News,Shanghai,,Shanghai Shi,China,31.2222,121.458,1
35800584,2021-01-02,United States,,United States,Make pessimistic comment,12,-0.4,China,,China,52361500,1,Hindustan Times,,,,United States,38.8951,-77.0364,1
35800580,2021-01-02,United States,,United States,Reduce relations,160,-4.0,Business (China),"Business,Social",China,52361541,3,Reuters News,Shanghai,,Shanghai Shi,China,31.2222,121.458,1
35800677,2021-01-02,United States,,United States,Reduce relations,160,-4.0,Business (China),"Social,Business",China,52361875,4,Reuters News,Shanghai,,Shanghai Shi,China,31.2222,121.458,1
35800681,2021-01-02,China,,China,Host a visit,43,2.8,Henry Kissinger,"Executive,Elite,Government,Cabinet",United States,52361891,5,The Wall Street Journal,,,,China,39.9075,116.397,1
35800771,2021-01-02,Japan,,Japan,Make an appeal or request,20,3.0,Business (Japan),"Social,Business",Japan,52362146,3,Agence France-Presse,Tokyo,,Tokyo-to,Japan,35.6895,139.692,1
35800876,2021-01-02,Japan,,Japan,Make an appeal or request,20,3.0,Business (Japan),"Business,Social",Japan,52362466,5,Channel NewsAsia,Tokyo,,Tokyo-to,Japan,35.6895,139.692,1
35800902,2021-01-02,China,,China,Accuse,112,-2.0,Taiwan,,Taiwan,52362531,1,FARS News Agency,Taipei,,Taipei,Taiwan,25.0478,121.532,1
35800903,2021-01-02,China,,China,"Reject proposal to meet, discuss, or negotiate",125,-5.0,Taiwan,,Taiwan,52362531,1,FARS News Agency,Taipei,,Taipei,Taiwan,25.0478,121.532,1
35801104,2021-01-02,Taiwan,,Taiwan,Praise or endorse,51,3.4,Donald Trump,"Executive Office,Government,Executive",United States,52363043,2,Taipei Times,Taipei,,Taipei,Taiwan,25.0478,121.532,1
35801106,2021-01-02,Taiwan,,Taiwan,Host a visit,43,2.8,Donald Trump,"Executive Office,Government,Executive",United States,52363043,2,Taipei Times,Taipei,,Taipei,Taiwan,25.0478,121.532,1
35801241,2021-01-02,United States,,United States,Make pessimistic comment,12,-0.4,China,,China,52363238,1,Hindustan Times,,,Washington D.C.,United States,38.9171,-77.0003,1
35801247,2021-01-02,United States,,United States,Make pessimistic comment,12,-0.4,China,,China,52363257,1,Hindustan Times,,,Washington D.C.,United States,38.9171,-77.0003,1
35801262,2021-01-02,United States,,United States,Make pessimistic comment,12,-0.4,China,,China,52363288,1,Hindustan Times,,,Washington D.C.,United States,38.9171,-77.0003,1
35801279,2021-01-02,United States,,United States,Make pessimistic comment,12,-0.4,China,,China,52363353,1,Hindustan Times,,,Washington D.C.,United States,38.9171,-77.0003,1
35801381,2021-01-03,China,,China,Host a visit,43,2.8,Xi Jinping,"Executive,Elite,Executive Office,Government,Legislative / Parliamentary,Military,(National) Major Party,Government Major Party (In Government),Parties,Unicameral",China,52363697,1,Xinhua News Agency,Beijing,,Beijing Shi,China,39.9075,116.397,1
35801382,2021-01-03,China,,China,Host a visit,43,2.8,Xi Jinping,"Executive,Elite,Executive Office,Government,Legislative / Parliamentary,Military,(National) Major Party,Government Major Party (In Government),Parties,Unicameral",China,52363697,2,Xinhua News Agency,Beijing,,Beijing Shi,China,39.9075,116.397,1
35801711,2021-01-03,China,,China,Demonstrate military or police power,150,-7.2,Taiwan,,Taiwan,52364665,2,Central News Agency English News,Beijing,,Beijing Shi,China,39.9075,116.397,1
35801710,2021-01-03,China,,China,Use conventional military force,190,-10.0,Taiwan,,Taiwan,52364665,3,Central News Agency English News,Beijing,,Beijing Shi,China,39.9075,116.397,1
35801821,2021-01-03,China,,China,Reject,120,-4.0,United States,,United States,52364957,4,Unknown,New York City,,state of New York,United States,40.7143,-74.006,1
35801927,2021-01-03,China,,China,Host a visit,43,2.8,Xi Jinping,"Executive Office,Government,Legislative / Parliamentary,Unicameral,Executive,Elite,Government Major Party (In Government),Parties,(National) Major Party,Military",China,52365223,4,Unknown,Beijing,,Beijing Shi,China,39.9075,116.397,1
35801932,2021-01-03,China,,China,Provide aid,70,7.0,Citizen (Taiwan),"General Population / Civilian / Social,Social",Taiwan,52365238,1,Unknown,,,Fujian Sheng,China,26.545,117.843,1
35802037,2021-01-03,China,,China,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Hong Kong),"Social,General Population / Civilian / Social",Hong Kong,52365419,1,South China Morning Post,Shenzhen,Shenzhen,Guangdong Sheng,China,22.5455,114.068,1
35802191,2021-01-03,China,,China,Make optimistic comment,13,0.4,Government (United States),Government,United States,52365817,1,China Daily,Beijing,,Beijing Shi,China,39.9075,116.397,1
35802190,2021-01-03,China,,China,Express intent to engage in diplomatic cooperation (such as policy support),32,4.5,United States,,United States,52365817,6,China Daily,Beijing,,Beijing Shi,China,39.9075,116.397,1
35803479,2021-01-04,Taiwan,,Taiwan,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Taiwan),"Social,General Population / Civilian / Social",Taiwan,52371182,2,Taipei Times,Taipei,,Taipei,Taiwan,25.0478,121.532,1
35803302,2021-01-04,South Korea,,South Korea,Make statement,10,0.0,Transport (South Korea),"Business,Social",South Korea,52371459,2,Daily Star,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
35803255,2021-01-04,South Korea,,South Korea,Make statement,10,0.0,Transport (South Korea),"Business,Social",South Korea,52371547,6,Reuters News,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
35803565,2021-01-04,China,,China,Make an appeal or request,20,3.0,United States,,United States,52371665,1,Xinhua News Agency,Beijing,,Beijing Shi,China,39.9075,116.397,1
35803551,2021-01-04,South Korea,,South Korea,Make statement,10,0.0,Transport (South Korea),"Business,Social",South Korea,52371708,2,Reuters News,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
35803325,2021-01-04,China,,China,Express intent to cooperate,30,4.0,Japan,,Japan,52371883,6,Kyodo News,Chiba,,Gansu Sheng,China,33.6466,104.782,1
35803326,2021-01-04,Japan,,Japan,Express intent to cooperate,30,4.0,China,,China,52371883,6,Kyodo News,Chiba,,Chiba-ken,Japan,35.6047,140.123,1
35803268,2021-01-04,China,,China,Reject,120,-4.0,National Security Advisor (China),"Government,Executive,Defense / Security Ministry",China,52371942,1,ITAR Tass,Wuhan,,Hubei Sheng,China,30.5833,114.267,1
35803269,2021-01-04,China,,China,Host a visit,43,2.8,Representatives (United States),"Government,Legislative / Parliamentary",United States,52371942,5,ITAR Tass,Wuhan,,Hubei Sheng,China,30.5833,114.267,1
35802351,2021-01-04,China,,China,Express intent to cooperate,30,4.0,Japan,,Japan,52371995,5,Kyodo News,Chiba,,Gansu Sheng,China,33.6466,104.782,1
35802352,2021-01-04,Japan,,Japan,Express intent to cooperate,30,4.0,China,,China,52371995,5,Kyodo News,Chiba,,Chiba-ken,Japan,35.6047,140.123,1
35802345,2021-01-04,Japan,,Japan,Make an appeal or request,20,3.0,Citizen (Japan),"General Population / Civilian / Social,Social",Japan,52372161,4,Kyodo News,Tokyo,,Tokyo-to,Japan,35.6895,139.692,1
35802627,2021-01-04,China,,China,Make an appeal or request,20,3.0,United States,,United States,52372501,1,Xinhua News Agency,Beijing,,Beijing Shi,China,39.9075,116.397,1
35802628,2021-01-04,China,,China,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Hong Kong),"Social,General Population / Civilian / Social",Hong Kong,52372501,2,Xinhua News Agency,Beijing,,Beijing Shi,China,39.9075,116.397,1
35802622,2021-01-04,South Korea,,South Korea,Criticize or denounce,111,-2.0,Citizen (South Korea),"General Population / Civilian / Social,Social",South Korea,52372546,2,Unknown,,,,South Korea,37.5683,126.978,1
35802451,2021-01-04,Japan,,Japan,Make an appeal or request,20,3.0,Citizen (Japan),"General Population / Civilian / Social,Social",Japan,52372769,4,Kyodo News,Tokyo,,Tokyo-to,Japan,35.6895,139.692,1
35803050,2021-01-04,China,,China,Make optimistic comment,13,0.4,Government (United States),Government,United States,52372963,3,Unknown,Beijing,,Beijing Shi,China,39.9075,116.397,1
35803052,2021-01-04,United States,,United States,Host a visit,43,2.8,Yoshihide Suga,"Lower House,Social,Government,Media,Legislative / Parliamentary,(National) Major Party,Parties,Ideological,Center Right",Japan,52372974,6,Jiji Press English News Service,,,,United States,38.8951,-77.0364,1
35802994,2021-01-04,South Korea,,South Korea,Criticize or denounce,111,-2.0,Citizen (South Korea),"General Population / Civilian / Social,Social",South Korea,52373154,2,Unknown,,,,South Korea,37.5683,126.978,1
35803812,2021-01-04,China,,China,Host a visit,43,2.8,Henry Kissinger,"Elite,Cabinet,Executive,Government",United States,52374256,3,Straits Times,Beijing,,Beijing Shi,China,39.9075,116.397,1
35804021,2021-01-04,South Korea,,South Korea,Host a visit,43,2.8,Moon Jae-in,"Executive,Executive Office,Government",South Korea,52377004,1,Korea Times,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
35804653,2021-01-05,China,,China,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (China),"Social,General Population / Civilian / Social",China,52375252,1,Agence France-Presse,Wenzhou,,Zhejiang Sheng,China,27.9994,120.667,1
35804245,2021-01-05,South Korea,,South Korea,Make statement,10,0.0,Military Personnel (South Korea),"Military,Government",South Korea,52375379,4,Agence France-Presse,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
35804647,2021-01-05,China,,China,Criticize or denounce,111,-2.0,United States,,United States,52375385,1,Xinhua News Agency,Beijing,,Beijing Shi,China,39.9075,116.397,1
35804668,2021-01-05,China,,China,Make an appeal or request,20,3.0,United States,,United States,52375868,1,Unknown,Beijing,,Beijing Shi,China,39.9075,116.397,1
35804740,2021-01-05,China,,China,Make an appeal or request,20,3.0,United States,,United States,52375872,1,Unknown,Beijing,,Beijing Shi,China,39.9075,116.397,1
35804741,2021-01-05,China,,China,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Hong Kong),"General Population / Civilian / Social,Social",Hong Kong,52375872,2,Unknown,Beijing,,Beijing Shi,China,39.9075,116.397,1
35804795,2021-01-05,China,,China,Engage in diplomatic cooperation,50,3.5,South Korea,,South Korea,52375986,4,Unknown,Qingdao,,Shandong Sheng,China,36.0986,120.372,1
35804796,2021-01-05,South Korea,,South Korea,Engage in diplomatic cooperation,50,3.5,China,,China,52375986,4,Unknown,Qingdao,,Shandong Sheng,China,36.0986,120.372,1
35804761,2021-01-05,Japan,,Japan,Make an appeal or request,20,3.0,Citizen (Japan),"General Population / Civilian / Social,Social",Japan,52376247,5,Reuters News,Tokyo,,Tokyo-to,Japan,35.6895,139.692,1
35804071,2021-01-05,China,,China,Host a visit,43,2.8,Henry Kissinger,"Elite,Executive,Cabinet,Government",United States,52376951,3,Straits Times,Beijing,,Beijing Shi,China,39.9075,116.397,1
35804292,2021-01-05,China,,China,Reject,120,-4.0,United States,,United States,52377132,4,China Daily,,,Xinjiang Uygur Zizhiqu,China,42.5692,85.4561,1
35804969,2021-01-05,China,,China,Deny responsibility,16,-5.0,United States,,United States,52377416,1,FARS News Agency,Beijing,,Beijing Shi,China,39.9075,116.397,1
35804970,2021-01-05,China,,China,Make an appeal or request,20,3.0,United States,,United States,52377416,1,FARS News Agency,Beijing,,Beijing Shi,China,39.9075,116.397,1
