Event ID,Event Date,Source Name,Source Sectors,Source Country,Event Text,CAMEO Code,Intensity,Target Name,Target Sectors,Target Country,Story ID,Sentence Number,Publisher,City,District,Province,Country,Latitude,Longitude,Month
31542636,2016-01-01,South Korea,,South Korea,Host a visit,43,2.8,Park Geun Hye,"Legislative / Parliamentary,Unicameral,Executive,Government,Executive Office,Elite",South Korea,39981179,5,Yonhap English News,Seoul,,Seoul-teukbyeolsi,South Korea,37.5683,126.978,1
31543077,2016-01-01,United States,,United States,Host a visit,43,2.8,Tsai Ing-wen,"Nationalist,Elite,Parties,Ideological,Center Left,(National) Major Party,Opposition Major Party (Out Of Government)",Taiwan,39981380,3,Taipei Times,,,,United States,38.8951,-77.0364,1
31544303,2016-01-01,United States,,United States,Sign formal agreement,57,8.0,Tsai Ing-wen,"Nationalist,Elite,Parties,Ideological,Center Left,(National) Major Party,Opposition Major Party (Out Of Government)",Taiwan,39981381,1,Taipei Times,Taipei,,Taipei,Taiwan,25.0478,121.532,1
31544304,2016-01-01,United States,,United States,Sign formal agreement,57,8.0,Tsai Ing-wen,"Nationalist,Elite,Parties,Ideological,Center Left,(National) Major Party,Opposition Major Party (Out Of Government)",Taiwan,39981381,5,Taipei Times,,,,United States,38.8951,-77.0364,1
31540926,2016-01-01,North Korea,,North Korea,Host a visit,43,2.8,Kim Jong-Un,"Elite,Executive,Executive Office,Government Major Party (In Government),Government,Parties,(National) Major Party",North Korea,39981527,3,BBC Monitoring Asia Pacific,Pyongyang,,P'yongyang-si,North Korea,39.0339,125.754,1
31543109,2016-01-01,North Korea,,North Korea,Host a visit,43,2.8,Tourist (China),"Social,General Population / Civilian / Social",China,39981528,5,Yonhap English News,Sinuiju,,P'yongan-bukto,North Korea,40.1006,124.398,1
31539215,2016-01-01,China,,China,Accuse,112,-2.0,Media Personnel (China),"Media,Social",China,39981744,2,Agence France-Presse,Beijing,,Beijing Shi,China,39.9075,116.397,1
31544243,2016-01-01,China,,China,Consult,40,1.0,United States,,United States,39981850,6,Saudi Press Agency,Islamabad,,Islamabad Capital Territory,Pakistan,33.7215,73.0433,1
31544240,2016-01-01,United States,,United States,Consult,40,1.0,China,,China,39981850,6,Saudi Press Agency,Islamabad,,Islamabad Capital Territory,Pakistan,33.7215,73.0433,1
31542665,2016-01-01,China,,China,Consult,40,1.0,United States,,United States,39981857,2,BBC Monitoring South Asia,Islamabad,,Islamabad Capital Territory,Pakistan,33.7215,73.0433,1
